#group,false,false,false,false,false,false,false,false
#datatype,string,double,string,double,double,double,dateTime:RFC3339,long
#default,,,,,,,,
,device,humidity,location,noise_db,pressure,temperature,time,wifi_rssi
,heltec_v3,66.89,window,67.66,1018.98,10.8,2026-03-09T03:18:31.155074878Z,-51
,heltec_v3,66.83,window,65.75,1018.95,10.79,2026-03-09T03:19:01.754510265Z,-51
,heltec_v3,67.22,window,66.69,1018.96,10.77,2026-03-09T03:19:32.373920244Z,-51
,heltec_v3,67.11,window,66.17,1018.95,10.77,2026-03-09T03:20:02.973515154Z,-49
,heltec_v3,66.97,window,66.31,1018.96,10.82,2026-03-09T03:20:33.598914425Z,-49
,heltec_v3,66.74,window,66.93,1018.92,10.97,2026-03-09T03:21:04.223636604Z,-51
,heltec_v3,67.03,window,66.7,1018.87,11.03,2026-03-09T03:21:34.853479384Z,-49
,heltec_v3,66.45,window,66.23,1018.91,11.04,2026-03-09T03:22:05.506960083Z,-51
,heltec_v3,66.21,window,68.36,1018.89,11.11,2026-03-09T03:22:36.150667146Z,-51
,heltec_v3,66.7,window,66.66,1018.85,10.9,2026-03-09T03:23:06.765627767Z,-51
,heltec_v3,67.04,window,66.06,1018.86,10.86,2026-03-09T03:23:37.365188511Z,-49
,heltec_v3,66.86,window,68.66,1018.89,10.9,2026-03-09T03:24:07.971257579Z,-49
,heltec_v3,67.2,window,64.07,1018.9,10.74,2026-03-09T03:24:38.573147578Z,-51
,heltec_v3,67.47,window,65.73,1018.89,10.74,2026-03-09T03:25:09.206176947Z,-51
,heltec_v3,67.71,window,64.83,1018.91,10.78,2026-03-09T03:25:39.840769764Z,-51
,heltec_v3,67.49,window,66.59,1018.86,10.83,2026-03-09T03:26:10.444884406Z,-51
,heltec_v3,67.33,window,66.14,1018.88,10.78,2026-03-09T03:26:41.0433131Z,-51
,heltec_v3,67.35,window,68.47,1018.89,10.75,2026-03-09T03:27:11.662112204Z,-51
,heltec_v3,67.8,window,67.66,1018.86,10.7,2026-03-09T03:27:42.26350957Z,-51
,heltec_v3,67.73,window,68.07,1018.86,10.72,2026-03-09T03:28:12.903270019Z,-51
,heltec_v3,67.64,window,66.83,1018.86,10.75,2026-03-09T03:28:43.547171116Z,-51
,heltec_v3,67.62,window,68.11,1018.82,10.79,2026-03-09T03:29:14.143089239Z,-51
,heltec_v3,67.65,window,68.41,1018.85,10.75,2026-03-09T03:29:44.740763179Z,-50
,heltec_v3,67.85,window,69.23,1018.86,10.74,2026-03-09T03:30:15.334453139Z,-51
,heltec_v3,67.53,window,67.45,1018.81,10.83,2026-03-09T03:30:45.964420798Z,-51
,heltec_v3,67.24,window,66.06,1018.83,10.9,2026-03-09T03:31:16.585878625Z,-51
,heltec_v3,67.48,window,67.71,1018.83,11.04,2026-03-09T03:31:47.254904674Z,-51
,heltec_v3,67.43,window,68.16,1018.8,10.92,2026-03-09T03:32:17.895174649Z,-49
,heltec_v3,67.11,window,68.04,1018.82,10.96,2026-03-09T03:32:48.562283634Z,-51
,heltec_v3,67.1,window,67.38,1018.81,10.98,2026-03-09T03:33:19.190056862Z,-49
,heltec_v3,67,window,67,1018.8,11.05,2026-03-09T03:33:49.824457252Z,-51
,heltec_v3,66.97,window,66.87,1018.83,10.99,2026-03-09T03:34:20.443936354Z,-51
,heltec_v3,67.25,window,66.73,1018.8,10.98,2026-03-09T03:34:51.053628277Z,-51
,heltec_v3,66.97,window,67.29,1018.8,11.01,2026-03-09T03:35:21.663852667Z,-51
,heltec_v3,66.95,window,63.99,1018.83,10.93,2026-03-09T03:35:52.270379642Z,-51
,heltec_v3,67.09,window,69.03,1018.82,10.89,2026-03-09T03:36:22.856389863Z,-50
,heltec_v3,67.02,window,66.53,1018.8,10.89,2026-03-09T03:36:53.468975751Z,-49
,heltec_v3,67.37,window,68.67,1018.82,10.75,2026-03-09T03:37:24.09936467Z,-51
,heltec_v3,67.56,window,67.12,1018.84,10.78,2026-03-09T03:37:54.715837361Z,-49
,heltec_v3,67.33,window,67.42,1018.84,10.89,2026-03-09T03:38:25.330633039Z,-50
,heltec_v3,67.26,window,68.02,1018.8,10.91,2026-03-09T03:38:55.946796463Z,-51
,heltec_v3,67.22,window,68.84,1018.85,10.93,2026-03-09T03:39:26.543067309Z,-51
,heltec_v3,67.36,window,67.9,1018.8,10.89,2026-03-09T03:39:57.182777107Z,-51
,heltec_v3,67.2,window,69.4,1018.84,10.89,2026-03-09T03:40:27.78602548Z,-51
,heltec_v3,67.4,window,66.48,1018.8,10.86,2026-03-09T03:40:58.40240326Z,-48
,heltec_v3,67.4,window,66.74,1018.8,10.87,2026-03-09T03:41:29.015126345Z,-49
,heltec_v3,67.59,window,66.71,1018.84,10.77,2026-03-09T03:41:59.618318801Z,-51
,heltec_v3,67.87,window,75.99,1018.84,10.68,2026-03-09T03:42:30.236737845Z,-51
,heltec_v3,67.63,window,68.23,1018.81,10.84,2026-03-09T03:43:00.867577619Z,-51
,heltec_v3,67.82,window,67.68,1018.81,10.71,2026-03-09T03:43:31.501452747Z,-49
,heltec_v3,67.79,window,66.82,1018.84,10.82,2026-03-09T03:44:02.159038305Z,-49
,heltec_v3,67.61,window,68.14,1018.82,10.89,2026-03-09T03:44:32.782797486Z,-51
,heltec_v3,67.38,window,66.24,1018.82,10.82,2026-03-09T03:45:03.389087849Z,-49
,heltec_v3,67.49,window,67.02,1018.81,10.83,2026-03-09T03:45:33.982789441Z,-49
,heltec_v3,67.56,window,63.96,1018.81,10.79,2026-03-09T03:46:04.612969846Z,-51
,heltec_v3,67.71,window,68.47,1018.78,10.8,2026-03-09T03:46:35.229726901Z,-51
,heltec_v3,67.44,window,68.74,1018.76,10.87,2026-03-09T03:47:05.838754109Z,-51
,heltec_v3,67.36,window,74.25,1018.78,10.87,2026-03-09T03:47:36.454223141Z,-49
,heltec_v3,67.4,window,66.42,1018.74,10.88,2026-03-09T03:48:07.081730356Z,-51
,heltec_v3,67.87,window,75.43,1018.75,10.86,2026-03-09T03:48:37.718109794Z,-51
,heltec_v3,67.5,window,68.88,1018.73,10.9,2026-03-09T03:49:08.343829909Z,-51
,heltec_v3,67.67,window,68.96,1018.74,11.06,2026-03-09T03:49:38.991593352Z,-51
,heltec_v3,67.15,window,67,1018.69,10.99,2026-03-09T03:50:09.63947475Z,-51
,heltec_v3,67.12,window,67.8,1018.71,10.9,2026-03-09T03:50:40.271627098Z,-51
,heltec_v3,67.36,window,67.64,1018.7,10.95,2026-03-09T03:51:10.887320594Z,-51
,heltec_v3,67,window,66.23,1018.71,11,2026-03-09T03:51:41.51850631Z,-51
,heltec_v3,67.17,window,67.4,1018.73,10.95,2026-03-09T03:52:12.136704641Z,-51
,heltec_v3,67.43,window,67.11,1018.7,10.93,2026-03-09T03:52:42.784083215Z,-49
,heltec_v3,67.37,window,68.17,1018.69,10.91,2026-03-09T03:53:13.398729196Z,-49
,heltec_v3,67.4,window,68.79,1018.72,10.88,2026-03-09T03:53:43.998303742Z,-49
,heltec_v3,67.47,window,67.31,1018.72,10.85,2026-03-09T03:54:14.582717496Z,-51
,heltec_v3,67.51,window,67.51,1018.65,10.85,2026-03-09T03:54:45.192311734Z,-51
,heltec_v3,67.82,window,67.06,1018.63,10.82,2026-03-09T03:55:15.809814021Z,-51
,heltec_v3,67.73,window,66.51,1018.67,10.8,2026-03-09T03:55:46.411334703Z,-51
,heltec_v3,68.19,window,65.77,1018.67,10.67,2026-03-09T03:56:17.03716232Z,-51
,heltec_v3,68.97,window,68.65,1018.71,10.56,2026-03-09T03:56:47.643056121Z,-51
,heltec_v3,69.24,window,66.74,1018.75,10.4,2026-03-09T03:57:18.285833474Z,-49
,heltec_v3,69.55,window,68.05,1018.73,10.47,2026-03-09T03:57:48.944077794Z,-49
,heltec_v3,69.2,window,67.68,1018.75,10.43,2026-03-09T03:58:19.550875255Z,-51
,heltec_v3,69.08,window,67.67,1018.72,10.47,2026-03-09T03:58:50.143061689Z,-51
,heltec_v3,69.42,window,70.96,1018.72,10.48,2026-03-09T03:59:20.752199596Z,-51
,heltec_v3,69.19,window,67.64,1018.69,10.46,2026-03-09T03:59:51.371527017Z,-51
,heltec_v3,69.39,window,70.78,1018.72,10.46,2026-03-09T04:00:21.981264896Z,-51
,heltec_v3,68.95,window,69.24,1018.72,10.69,2026-03-09T04:00:52.623157564Z,-51
,heltec_v3,68.47,window,72.4,1018.69,10.65,2026-03-09T04:01:23.245857794Z,-51
,heltec_v3,68.49,window,68.01,1018.65,10.59,2026-03-09T04:01:53.858162823Z,-51
,heltec_v3,68.77,window,68.81,1018.67,10.58,2026-03-09T04:02:24.46464805Z,-51
,heltec_v3,68.54,window,67.22,1018.7,10.66,2026-03-09T04:02:55.109782573Z,-51
,heltec_v3,68.42,window,68.86,1018.72,10.7,2026-03-09T04:03:25.722236495Z,-49
,heltec_v3,68.32,window,67.82,1018.7,10.68,2026-03-09T04:03:56.30972632Z,-51
,heltec_v3,68.54,window,69.44,1018.72,10.71,2026-03-09T04:04:26.924339006Z,-51
,heltec_v3,68.59,window,68.16,1018.73,10.6,2026-03-09T04:04:57.56689106Z,-51
,heltec_v3,68.78,window,68.76,1018.71,10.53,2026-03-09T04:05:28.158764006Z,-51
,heltec_v3,69.04,window,69.86,1018.72,10.52,2026-03-09T04:05:58.777495119Z,-49
,heltec_v3,69.33,window,66.61,1018.8,10.45,2026-03-09T04:06:29.400101264Z,-51
,heltec_v3,69.67,window,62.44,1018.73,10.48,2026-03-09T04:07:00.01798344Z,-51
,heltec_v3,69.51,window,62.27,1018.75,10.55,2026-03-09T04:07:30.668701941Z,-51
,heltec_v3,68.83,window,61.17,1018.74,10.66,2026-03-09T04:08:01.320501159Z,-51
,heltec_v3,68.75,window,65.62,1018.77,10.63,2026-03-09T04:08:31.966806642Z,-51
,heltec_v3,68.71,window,64.27,1018.75,10.61,2026-03-09T04:09:02.589274212Z,-51
,heltec_v3,68.64,window,64.2,1018.76,10.63,2026-03-09T04:09:33.191244103Z,-49
,heltec_v3,68.71,window,65.06,1018.77,10.65,2026-03-09T04:10:03.853249882Z,-51
,heltec_v3,68.97,window,66.2,1018.75,10.57,2026-03-09T04:10:34.472057194Z,-51
,heltec_v3,68.83,window,64.43,1018.76,10.57,2026-03-09T04:11:05.079536048Z,-51
,heltec_v3,68.51,window,62.85,1018.78,10.66,2026-03-09T04:11:35.695514224Z,-51
,heltec_v3,68.87,window,71.02,1018.8,10.67,2026-03-09T04:12:06.303089981Z,-51
,heltec_v3,68.91,window,65.15,1018.81,10.6,2026-03-09T04:12:36.950404437Z,-51
,heltec_v3,68.4,window,62.58,1018.81,10.85,2026-03-09T04:13:07.612098892Z,-49
,heltec_v3,68.2,window,64.19,1018.89,10.78,2026-03-09T04:13:38.225488613Z,-51
,heltec_v3,68.16,window,64.08,1018.83,10.81,2026-03-09T04:14:08.839594169Z,-51
,heltec_v3,68.23,window,64.49,1018.9,10.81,2026-03-09T04:14:39.444985847Z,-51
,heltec_v3,67.69,window,63.6,1018.9,11,2026-03-09T04:15:10.078073726Z,-51
,heltec_v3,67.74,window,67.02,1018.88,10.84,2026-03-09T04:15:40.685723818Z,-51
,heltec_v3,67.89,window,63.75,1018.93,10.8,2026-03-09T04:16:11.315786909Z,-51
,heltec_v3,67.88,window,63.71,1018.91,10.83,2026-03-09T04:16:41.934708176Z,-51
,heltec_v3,67.93,window,64.25,1018.9,10.95,2026-03-09T04:17:12.545157841Z,-51
,heltec_v3,67.7,window,60.78,1018.9,11.1,2026-03-09T04:17:43.193145886Z,-51
,heltec_v3,66.95,window,59.55,1018.91,11.07,2026-03-09T04:18:13.807402607Z,-51
,heltec_v3,67.07,window,61.71,1018.94,11.07,2026-03-09T04:18:44.432957451Z,-49
,heltec_v3,67.09,window,64.11,1018.94,11.02,2026-03-09T04:19:15.033193016Z,-51
,heltec_v3,67.02,window,64.67,1018.91,11.09,2026-03-09T04:19:45.665979669Z,-51
,heltec_v3,66.95,window,62.43,1018.96,11.06,2026-03-09T04:20:16.293585264Z,-51
,heltec_v3,66.56,window,64.76,1018.97,11.19,2026-03-09T04:20:46.931079897Z,-51
,heltec_v3,66.97,window,65.28,1018.98,11.03,2026-03-09T04:21:17.549413096Z,-51
,heltec_v3,67.21,window,64.61,1018.97,10.97,2026-03-09T04:21:48.176235666Z,-51
,heltec_v3,67.62,window,61.57,1018.98,10.95,2026-03-09T04:22:18.795377974Z,-51
,heltec_v3,67.61,window,64.73,1018.94,10.92,2026-03-09T04:22:49.407934974Z,-51
,heltec_v3,67.64,window,65.27,1018.94,10.93,2026-03-09T04:23:20.027410865Z,-51
,heltec_v3,67.47,window,62.36,1018.91,10.97,2026-03-09T04:23:50.662770776Z,-51
,heltec_v3,67.64,window,63.75,1018.89,10.94,2026-03-09T04:24:21.302776549Z,-51
,heltec_v3,67.8,window,64.51,1018.9,10.81,2026-03-09T04:24:51.924801224Z,-51
,heltec_v3,67.84,window,64.73,1018.91,10.82,2026-03-09T04:25:22.507432019Z,-51
,heltec_v3,67.83,window,63.88,1018.83,10.83,2026-03-09T04:25:53.110852049Z,-51
,heltec_v3,67.97,window,64.92,1018.9,10.78,2026-03-09T04:26:23.738120052Z,-51
,heltec_v3,67.83,window,63.12,1018.82,10.88,2026-03-09T04:26:54.37692253Z,-50
,heltec_v3,67.88,window,62.52,1018.85,10.88,2026-03-09T04:27:25.019718156Z,-51
,heltec_v3,68.11,window,65.35,1018.85,10.76,2026-03-09T04:27:55.632145163Z,-51
,heltec_v3,68.31,window,64.65,1018.84,10.72,2026-03-09T04:28:26.258420241Z,-49
,heltec_v3,68.52,window,61.22,1018.84,10.71,2026-03-09T04:28:56.862779494Z,-51
,heltec_v3,68.39,window,61.05,1018.85,10.78,2026-03-09T04:29:27.449049726Z,-51
,heltec_v3,67.68,window,60.69,1018.84,10.94,2026-03-09T04:29:58.073793193Z,-51
,heltec_v3,68.06,window,62.95,1018.85,10.76,2026-03-09T04:30:28.694422105Z,-51
,heltec_v3,68.52,window,66.97,1018.83,10.7,2026-03-09T04:30:59.306371402Z,-51
,heltec_v3,68.87,window,67,1018.82,10.7,2026-03-09T04:31:29.939354785Z,-51
,heltec_v3,68.79,window,65.41,1018.78,10.6,2026-03-09T04:32:00.552839898Z,-51
,heltec_v3,68.9,window,66.27,1018.8,10.74,2026-03-09T04:32:31.170871909Z,-51
,heltec_v3,68.8,window,63.71,1018.82,10.59,2026-03-09T04:33:01.780933874Z,-51
,heltec_v3,68.73,window,66.82,1018.79,10.67,2026-03-09T04:33:32.403238635Z,-51
,heltec_v3,68.34,window,63.22,1018.81,10.79,2026-03-09T04:34:03.030386525Z,-51
,heltec_v3,68.39,window,65.63,1018.83,10.67,2026-03-09T04:34:33.63584647Z,-51
,heltec_v3,68.6,window,65.19,1018.83,10.63,2026-03-09T04:35:04.269849707Z,-51
,heltec_v3,68.7,window,64.1,1018.83,10.64,2026-03-09T04:35:34.87773751Z,-49
,heltec_v3,69.04,window,64.74,1018.77,10.69,2026-03-09T04:36:05.500120962Z,-49
,heltec_v3,68.95,window,63.76,1018.84,10.77,2026-03-09T04:36:36.165221937Z,-51
,heltec_v3,68.4,window,65.09,1018.84,10.76,2026-03-09T04:37:06.794956191Z,-49
,heltec_v3,68.76,window,63.67,1018.83,10.62,2026-03-09T04:37:37.397472786Z,-51
,heltec_v3,68.98,window,63.05,1018.82,10.64,2026-03-09T04:38:07.976382513Z,-51
,heltec_v3,68.48,window,64.87,1018.8,10.75,2026-03-09T04:38:38.586913085Z,-51
,heltec_v3,68.39,window,69.81,1018.8,10.81,2026-03-09T04:39:09.209757159Z,-49
,heltec_v3,68.18,window,63.88,1018.8,10.82,2026-03-09T04:39:39.830783047Z,-51
,heltec_v3,68.31,window,60.2,1018.77,10.79,2026-03-09T04:40:10.433310409Z,-51
,heltec_v3,68.7,window,61.31,1018.75,10.67,2026-03-09T04:40:41.055258639Z,-51
,heltec_v3,68.68,window,62.39,1018.77,10.7,2026-03-09T04:41:11.62457092Z,-49
,heltec_v3,68.67,window,65.48,1018.76,10.7,2026-03-09T04:41:42.262352421Z,-51
,heltec_v3,68.96,window,63.96,1018.76,10.67,2026-03-09T04:42:12.891835254Z,-49
,heltec_v3,69.1,window,63.37,1018.78,10.55,2026-03-09T04:42:43.47069973Z,-51
,heltec_v3,69.36,window,64.47,1018.77,10.51,2026-03-09T04:43:14.112037723Z,-50
,heltec_v3,69.37,window,65.98,1018.73,10.59,2026-03-09T04:43:44.716928317Z,-51
,heltec_v3,69.05,window,65.4,1018.69,10.74,2026-03-09T04:44:15.35292477Z,-51
,heltec_v3,68.81,window,65.62,1018.7,10.8,2026-03-09T04:44:45.994581153Z,-51
,heltec_v3,68.5,window,64.49,1018.65,10.83,2026-03-09T04:45:16.613547255Z,-51
,heltec_v3,68.35,window,66.13,1018.62,10.81,2026-03-09T04:45:47.255464664Z,-51
,heltec_v3,68.98,window,64.05,1018.65,10.78,2026-03-09T04:46:17.853904671Z,-49
,heltec_v3,69.13,window,64.1,1018.7,10.58,2026-03-09T04:46:48.49335915Z,-51
,heltec_v3,69.74,window,66.09,1018.72,10.5,2026-03-09T04:47:19.124702005Z,-51
,heltec_v3,69.71,window,63.96,1018.8,10.47,2026-03-09T04:47:49.708220686Z,-51
,heltec_v3,69.67,window,65.64,1018.76,10.57,2026-03-09T04:48:20.299035451Z,-51
,heltec_v3,69.46,window,64.56,1018.8,10.81,2026-03-09T04:48:50.921414337Z,-51
,heltec_v3,68.64,window,64.97,1018.83,10.91,2026-03-09T04:49:21.557025597Z,-51
,heltec_v3,68.47,window,60.29,1018.8,10.93,2026-03-09T04:49:52.183716888Z,-51
,heltec_v3,68.15,window,62.11,1018.75,10.93,2026-03-09T04:50:22.823156444Z,-51
,heltec_v3,68.45,window,63.1,1018.74,10.87,2026-03-09T04:50:53.441039763Z,-49
,heltec_v3,68.72,window,62.88,1018.72,10.74,2026-03-09T04:51:24.079658453Z,-51
,heltec_v3,68.49,window,66.5,1018.72,10.77,2026-03-09T04:51:54.755641939Z,-51
,heltec_v3,68.64,window,65.46,1018.67,10.7,2026-03-09T04:52:25.357675486Z,-51
,heltec_v3,68.67,window,62.99,1018.64,10.7,2026-03-09T04:52:56.011937897Z,-51
,heltec_v3,68.34,window,64.69,1018.65,10.77,2026-03-09T04:53:26.66532654Z,-51
,heltec_v3,68.91,window,66.67,1018.68,10.68,2026-03-09T04:53:57.274011417Z,-51
,heltec_v3,68.64,window,63.28,1018.71,10.83,2026-03-09T04:54:27.893895702Z,-51
,heltec_v3,68.87,window,62.46,1018.76,10.68,2026-03-09T04:54:58.523596102Z,-51
,heltec_v3,69.06,window,65.29,1018.73,10.67,2026-03-09T04:55:29.141697574Z,-51
,heltec_v3,68.87,window,69.18,1018.75,10.81,2026-03-09T04:55:59.751333222Z,-51
,heltec_v3,68.86,window,64.26,1018.72,10.8,2026-03-09T04:56:30.414095126Z,-51
,heltec_v3,68.85,window,64.29,1018.75,10.72,2026-03-09T04:57:01.067417359Z,-51
,heltec_v3,68.8,window,63.79,1018.7,10.77,2026-03-09T04:57:31.67881916Z,-51
,heltec_v3,68.94,window,69.02,1018.76,10.71,2026-03-09T04:58:02.260453611Z,-51
,heltec_v3,68.74,window,65.94,1018.69,10.81,2026-03-09T04:58:32.900908327Z,-49
,heltec_v3,68.95,window,65.57,1018.67,10.69,2026-03-09T04:59:03.509683155Z,-51
,heltec_v3,69.19,window,64.3,1018.65,10.64,2026-03-09T04:59:34.130163643Z,-51
,heltec_v3,69.31,window,64.16,1018.66,10.63,2026-03-09T05:00:04.76385017Z,-51
,heltec_v3,69.26,window,63.17,1018.65,10.69,2026-03-09T05:00:35.36882242Z,-51
,heltec_v3,69.06,window,63.69,1018.7,10.7,2026-03-09T05:01:05.976472825Z,-51
,heltec_v3,69.09,window,59.71,1018.68,10.72,2026-03-09T05:01:36.585244712Z,-51
,heltec_v3,69.07,window,62.87,1018.66,10.7,2026-03-09T05:02:07.2012074Z,-49
,heltec_v3,69.57,window,62.37,1018.68,10.64,2026-03-09T05:02:37.830509398Z,-51
,heltec_v3,69.4,window,64.67,1018.61,10.52,2026-03-09T05:03:08.489872754Z,-51
,heltec_v3,69.56,window,63.51,1018.61,10.54,2026-03-09T05:03:39.090184202Z,-51
,heltec_v3,69.46,window,63.65,1018.59,10.6,2026-03-09T05:04:09.730587156Z,-51
,heltec_v3,69.58,window,63.65,1018.56,10.53,2026-03-09T05:04:40.361394853Z,-51
,heltec_v3,69.79,window,64,1018.54,10.68,2026-03-09T05:05:11.028809044Z,-51
,heltec_v3,69.42,window,68.68,1018.56,10.56,2026-03-09T05:05:41.656839527Z,-51
,heltec_v3,69.41,window,67.09,1018.55,10.62,2026-03-09T05:06:12.275299872Z,-51
,heltec_v3,69.29,window,64.66,1018.57,10.64,2026-03-09T05:06:42.876831544Z,-51
,heltec_v3,69.52,window,67.16,1018.65,10.57,2026-03-09T05:07:13.460208249Z,-49
,heltec_v3,69.71,window,65.86,1018.64,10.65,2026-03-09T05:07:44.053901658Z,-51
,heltec_v3,69.08,window,64.1,1018.64,10.79,2026-03-09T05:08:14.704830525Z,-51
,heltec_v3,69.05,window,66.77,1018.68,10.79,2026-03-09T05:08:45.314096737Z,-51
,heltec_v3,68.81,window,65.54,1018.65,10.8,2026-03-09T05:09:15.964574371Z,-51
,heltec_v3,69.33,window,63.33,1018.63,10.68,2026-03-09T05:09:46.599071195Z,-51
,heltec_v3,69.45,window,65.05,1018.66,10.59,2026-03-09T05:10:17.24300592Z,-51
,heltec_v3,69.88,window,62.99,1018.66,10.47,2026-03-09T05:10:47.851767645Z,-49
,heltec_v3,70.07,window,61.87,1018.67,10.5,2026-03-09T05:11:18.468476424Z,-51
,heltec_v3,70.57,window,65.88,1018.68,10.42,2026-03-09T05:11:49.079941144Z,-51
,heltec_v3,70.82,window,62.84,1018.68,10.33,2026-03-09T05:12:19.689011783Z,-51
,heltec_v3,70.7,window,60.02,1018.72,10.42,2026-03-09T05:12:50.290700122Z,-51
,heltec_v3,70.37,window,60.69,1018.72,10.66,2026-03-09T05:13:20.917636456Z,-49
,heltec_v3,70.19,window,67.34,1018.73,10.52,2026-03-09T05:13:51.567882695Z,-51
,heltec_v3,70.47,window,65.81,1018.69,10.76,2026-03-09T05:14:22.192704275Z,-51
,heltec_v3,70.06,window,66.28,1018.68,10.59,2026-03-09T05:14:52.82087792Z,-50
,heltec_v3,70.24,window,65.7,1018.76,10.5,2026-03-09T05:15:23.446297482Z,-51
,heltec_v3,69.97,window,67.02,1018.75,10.65,2026-03-09T05:15:54.091435704Z,-51
,heltec_v3,70.16,window,67.07,1018.75,10.69,2026-03-09T05:16:24.724994175Z,-51
,heltec_v3,70.25,window,68.68,1018.76,10.59,2026-03-09T05:16:55.359969212Z,-51
,heltec_v3,70.31,window,65.5,1018.74,10.49,2026-03-09T05:17:25.992021869Z,-51
,heltec_v3,70.57,window,65.47,1018.77,10.5,2026-03-09T05:17:56.63090274Z,-51
,heltec_v3,70.83,window,66.97,1018.77,10.4,2026-03-09T05:18:27.2314078Z,-51
,heltec_v3,71.03,window,68.55,1018.76,10.38,2026-03-09T05:18:57.838641663Z,-51
,heltec_v3,70.94,window,68.3,1018.75,10.4,2026-03-09T05:19:28.47394442Z,-51
,heltec_v3,71.02,window,65.91,1018.74,10.35,2026-03-09T05:19:59.096854675Z,-51
,heltec_v3,71.3,window,68.32,1018.72,10.36,2026-03-09T05:20:29.721664403Z,-51
,heltec_v3,70.98,window,69.22,1018.75,10.43,2026-03-09T05:21:00.348210603Z,-51
,heltec_v3,70.92,window,65.3,1018.75,10.51,2026-03-09T05:21:30.949502638Z,-49
,heltec_v3,69.79,window,66.59,1018.72,10.84,2026-03-09T05:22:01.602761588Z,-49
,heltec_v3,69.58,window,64.87,1018.67,10.76,2026-03-09T05:22:32.213409546Z,-49
,heltec_v3,69.17,window,65.87,1018.68,10.89,2026-03-09T05:23:02.882930073Z,-51
,heltec_v3,69.86,window,68.16,1018.69,10.62,2026-03-09T05:23:33.489836432Z,-51
,heltec_v3,69.96,window,69.15,1018.7,10.67,2026-03-09T05:24:04.13597995Z,-51
,heltec_v3,70,window,68.56,1018.73,10.64,2026-03-09T05:24:34.745052131Z,-49
,heltec_v3,70.6,window,68.34,1018.7,10.58,2026-03-09T05:25:05.381830369Z,-51
,heltec_v3,69.61,window,66.82,1018.67,10.85,2026-03-09T05:25:36.022377542Z,-51
,heltec_v3,70.15,window,67.22,1018.7,10.62,2026-03-09T05:26:06.642683042Z,-51
,heltec_v3,70.62,window,68.92,1018.67,10.55,2026-03-09T05:26:37.285399858Z,-51
,heltec_v3,70.89,window,69.88,1018.67,10.44,2026-03-09T05:27:07.886717943Z,-51
,heltec_v3,70.87,window,69.19,1018.64,10.57,2026-03-09T05:27:38.500645165Z,-51
,heltec_v3,70.74,window,67.49,1018.69,10.52,2026-03-09T05:28:09.144321303Z,-51
,heltec_v3,71.22,window,66.59,1018.64,10.59,2026-03-09T05:28:39.786202357Z,-51
,heltec_v3,70.9,window,68.03,1018.65,10.44,2026-03-09T05:29:10.411503591Z,-51
,heltec_v3,70.8,window,65.99,1018.68,10.51,2026-03-09T05:29:41.019456262Z,-51
,heltec_v3,71.15,window,65.99,1018.65,10.36,2026-03-09T05:30:11.631971858Z,-51
,heltec_v3,71.42,window,66.45,1018.64,10.34,2026-03-09T05:30:42.22314397Z,-49
,heltec_v3,71.52,window,66.26,1018.67,10.32,2026-03-09T05:31:12.820838424Z,-51
,heltec_v3,71.57,window,66.43,1018.66,10.36,2026-03-09T05:31:43.410587215Z,-51
,heltec_v3,71.57,window,64.34,1018.69,10.34,2026-03-09T05:32:14.007391594Z,-51
,heltec_v3,71.72,window,66.18,1018.68,10.33,2026-03-09T05:32:44.60145761Z,-51
,heltec_v3,71.41,window,64.93,1018.68,10.44,2026-03-09T05:33:15.209274869Z,-51
,heltec_v3,70.93,window,66.86,1018.66,10.55,2026-03-09T05:33:45.839708504Z,-51
,heltec_v3,70.78,window,68.52,1018.66,10.69,2026-03-09T05:34:16.488885894Z,-51
,heltec_v3,70.58,window,67.71,1018.64,10.57,2026-03-09T05:34:47.089793279Z,-49
,heltec_v3,69.53,window,71.69,1018.64,10.89,2026-03-09T05:35:17.735840831Z,-49
,heltec_v3,70.24,window,67.28,1018.6,10.59,2026-03-09T05:35:48.330264263Z,-51
,heltec_v3,70.58,window,68.42,1018.61,10.56,2026-03-09T05:36:18.93461547Z,-49
,heltec_v3,70.73,window,74.14,1018.64,10.52,2026-03-09T05:36:49.543379211Z,-51
,heltec_v3,70.92,window,66.38,1018.61,10.49,2026-03-09T05:37:20.153031235Z,-49
,heltec_v3,70.4,window,68.1,1018.64,10.77,2026-03-09T05:37:50.776983354Z,-49
,heltec_v3,70.08,window,67.02,1018.66,10.79,2026-03-09T05:38:21.384229491Z,-51
,heltec_v3,69.66,window,72.62,1018.65,10.97,2026-03-09T05:38:52.04073907Z,-49
,heltec_v3,69.38,window,69.62,1018.63,10.9,2026-03-09T05:39:22.691188256Z,-51
,heltec_v3,69.62,window,70.36,1018.58,10.81,2026-03-09T05:39:53.326008862Z,-51
,heltec_v3,69.8,window,67.41,1018.58,10.75,2026-03-09T05:40:23.941767533Z,-51
,heltec_v3,70.47,window,71.51,1018.61,10.55,2026-03-09T05:40:54.552362556Z,-51
,heltec_v3,71.01,window,67.4,1018.6,10.5,2026-03-09T05:41:25.183689171Z,-51
,heltec_v3,71.05,window,66.9,1018.62,10.45,2026-03-09T05:41:55.777475165Z,-51
,heltec_v3,71.5,window,67.24,1018.6,10.42,2026-03-09T05:42:26.412029798Z,-51
,heltec_v3,71.06,window,66.21,1018.6,10.62,2026-03-09T05:42:57.061173624Z,-51
