#group,false,false,false,false,false,false,false,false
#datatype,string,double,string,double,double,double,dateTime:RFC3339,long
#default,,,,,,,,
,device,humidity,location,noise_db,pressure,temperature,time,wifi_rssi
,heltec_v3,72.96,window,68.63,999.62,4.11,2026-03-14T02:59:42.788488014Z,-39
,heltec_v3,72.65,window,70.81,999.56,4.11,2026-03-14T03:00:13.410703518Z,-43
,heltec_v3,72.9,window,76.92,999.58,4.01,2026-03-14T03:00:44.027078664Z,-38
,heltec_v3,73.28,window,72.59,999.57,4.01,2026-03-14T03:01:14.614217735Z,-39
,heltec_v3,72.9,window,70.29,999.58,4.09,2026-03-14T03:01:45.21401168Z,-39
,heltec_v3,72.6,window,72.48,999.55,4.13,2026-03-14T03:02:15.843675158Z,-39
,heltec_v3,72.6,window,68.02,999.54,4.04,2026-03-14T03:02:46.449324973Z,-39
,heltec_v3,72.83,window,72.61,999.59,4.09,2026-03-14T03:03:17.056862667Z,-39
,heltec_v3,73.16,window,75.56,999.58,4.01,2026-03-14T03:03:47.681858356Z,-38
,heltec_v3,73,window,70.35,999.59,4.02,2026-03-14T03:04:18.286867103Z,-39
,heltec_v3,72.56,window,68.59,999.54,3.99,2026-03-14T03:04:48.906221369Z,-38
,heltec_v3,73.13,window,73.82,999.54,3.9,2026-03-14T03:05:19.534661477Z,-38
,heltec_v3,72.87,window,68.95,999.51,4.04,2026-03-14T03:05:50.142515198Z,-38
,heltec_v3,72.59,window,66.68,999.56,4.04,2026-03-14T03:06:20.771106948Z,-38
,heltec_v3,73.13,window,69.3,999.56,3.91,2026-03-14T03:06:51.389762524Z,-42
,heltec_v3,73.48,window,67.31,999.56,4.03,2026-03-14T03:07:22.004750974Z,-39
,heltec_v3,73.04,window,65.2,999.59,4,2026-03-14T03:07:52.62759478Z,-40
,heltec_v3,73.1,window,66.48,999.59,4.02,2026-03-14T03:08:23.245247289Z,-39
,heltec_v3,72.88,window,67.5,999.59,4.04,2026-03-14T03:08:53.845998664Z,-39
,heltec_v3,73.61,window,65.18,999.58,3.96,2026-03-14T03:09:24.499759048Z,-39
,heltec_v3,73.65,window,64.51,999.6,3.98,2026-03-14T03:09:55.10577561Z,-39
,heltec_v3,73.42,window,68.57,999.64,3.98,2026-03-14T03:10:25.725995377Z,-40
,heltec_v3,72.66,window,68.31,999.63,4.11,2026-03-14T03:10:56.366139065Z,-38
,heltec_v3,72.95,window,69.31,999.61,4,2026-03-14T03:11:26.971644387Z,-38
,heltec_v3,73.15,window,65.38,999.59,4,2026-03-14T03:11:57.596150946Z,-39
,heltec_v3,73.26,window,68.08,999.65,4.03,2026-03-14T03:12:28.224706531Z,-38
,heltec_v3,73.23,window,72.79,999.67,3.92,2026-03-14T03:12:58.85023353Z,-38
,heltec_v3,73.65,window,69.47,999.65,3.9,2026-03-14T03:13:29.4771411Z,-38
,heltec_v3,73.4,window,73.59,999.65,3.88,2026-03-14T03:14:00.128161557Z,-38
,heltec_v3,73.82,window,72.32,999.65,3.86,2026-03-14T03:14:30.728887418Z,-38
,heltec_v3,73.71,window,66.49,999.65,3.97,2026-03-14T03:15:01.342361294Z,-38
,heltec_v3,73.65,window,68.27,999.72,3.96,2026-03-14T03:15:31.964945549Z,-41
,heltec_v3,72.88,window,72.28,999.65,4.07,2026-03-14T03:16:02.608198856Z,-38
,heltec_v3,72.96,window,69.95,999.71,3.98,2026-03-14T03:16:33.220230978Z,-38
,heltec_v3,73.14,window,67.36,999.66,4.02,2026-03-14T03:17:03.834684112Z,-38
,heltec_v3,73.35,window,67.8,999.71,3.98,2026-03-14T03:17:34.445631569Z,-38
,heltec_v3,73.31,window,72.35,999.71,3.96,2026-03-14T03:18:05.060405361Z,-39
,heltec_v3,72.95,window,65.8,999.68,4,2026-03-14T03:18:35.66148788Z,-41
,heltec_v3,72.58,window,69.57,999.74,4.11,2026-03-14T03:19:06.285193028Z,-38
,heltec_v3,72.21,window,71.05,999.69,4.06,2026-03-14T03:19:36.914236813Z,-38
,heltec_v3,72.52,window,70.55,999.7,4.05,2026-03-14T03:20:07.534824221Z,-41
,heltec_v3,72.27,window,70.7,999.74,4.01,2026-03-14T03:20:38.117764971Z,-39
,heltec_v3,72.85,window,74.27,999.78,3.99,2026-03-14T03:21:08.725223587Z,-39
,heltec_v3,72.98,window,66.32,999.75,3.92,2026-03-14T03:21:39.328756221Z,-40
,heltec_v3,72.76,window,64.98,999.77,3.91,2026-03-14T03:22:09.95588433Z,-39
,heltec_v3,73.45,window,67.67,999.77,3.9,2026-03-14T03:22:40.588596789Z,-40
,heltec_v3,73.64,window,69.24,999.75,3.93,2026-03-14T03:23:11.221817898Z,-40
,heltec_v3,72.66,window,74.21,999.75,4.01,2026-03-14T03:23:41.858803836Z,-41
,heltec_v3,72.77,window,69.89,999.75,4.03,2026-03-14T03:24:12.475270803Z,-39
,heltec_v3,72.45,window,67.67,999.77,4.06,2026-03-14T03:24:43.088149828Z,-38
,heltec_v3,72.48,window,72.67,999.83,3.99,2026-03-14T03:25:13.687512042Z,-41
,heltec_v3,72.6,window,71.1,999.81,3.98,2026-03-14T03:25:44.291804264Z,-40
,heltec_v3,72.97,window,70.24,999.89,3.94,2026-03-14T03:26:14.915500575Z,-41
,heltec_v3,72.83,window,67.84,999.84,3.97,2026-03-14T03:26:45.532856909Z,-41
,heltec_v3,73.09,window,67.5,999.85,3.93,2026-03-14T03:27:16.174560331Z,-38
,heltec_v3,73.08,window,65.12,999.86,4.01,2026-03-14T03:27:46.790857441Z,-40
,heltec_v3,72.87,window,66.79,999.85,3.97,2026-03-14T03:28:17.414582919Z,-39
,heltec_v3,73.66,window,70.99,999.84,3.75,2026-03-14T03:28:48.044970118Z,-40
,heltec_v3,74.06,window,66.83,999.88,3.83,2026-03-14T03:29:18.65510428Z,-39
,heltec_v3,74.23,window,72.05,999.93,3.81,2026-03-14T03:29:49.291583546Z,-38
,heltec_v3,74.06,window,75.34,999.9,3.67,2026-03-14T03:30:19.934397554Z,-38
,heltec_v3,74.15,window,67.29,999.9,3.74,2026-03-14T03:30:50.562036531Z,-39
,heltec_v3,74.31,window,67.84,999.91,3.71,2026-03-14T03:31:21.208860679Z,-38
,heltec_v3,73.89,window,65.46,999.95,3.78,2026-03-14T03:31:51.848058278Z,-41
,heltec_v3,74.49,window,67.78,999.92,3.67,2026-03-14T03:32:22.463226557Z,-39
,heltec_v3,74.53,window,70.88,999.98,3.7,2026-03-14T03:32:53.060232025Z,-39
,heltec_v3,74.3,window,69.59,999.98,3.78,2026-03-14T03:33:23.686037421Z,-38
,heltec_v3,74.49,window,72.08,999.98,3.77,2026-03-14T03:33:54.27787846Z,-38
,heltec_v3,74.76,window,72.06,999.99,3.67,2026-03-14T03:34:24.918002942Z,-39
,heltec_v3,74.51,window,67.5,999.98,3.63,2026-03-14T03:34:55.536789135Z,-39
,heltec_v3,75.09,window,71.11,999.98,3.68,2026-03-14T03:35:26.175466108Z,-38
,heltec_v3,74.96,window,68.61,999.99,3.65,2026-03-14T03:35:56.786176474Z,-41
,heltec_v3,74.96,window,68.1,1000,3.72,2026-03-14T03:36:27.377363772Z,-38
,heltec_v3,74.84,window,73.55,1000,3.75,2026-03-14T03:36:58.003990949Z,-41
,heltec_v3,74.49,window,67.36,999.99,3.74,2026-03-14T03:37:28.609364885Z,-38
,heltec_v3,74.3,window,73.83,1000.03,3.76,2026-03-14T03:37:59.25351482Z,-41
,heltec_v3,74.47,window,68.33,1000,3.75,2026-03-14T03:38:29.840638621Z,-40
,heltec_v3,74.19,window,73.68,1000.04,3.82,2026-03-14T03:39:00.453846061Z,-39
,heltec_v3,74.55,window,66.07,1000.02,3.74,2026-03-14T03:39:31.059182442Z,-39
,heltec_v3,74.36,window,72.63,1000.05,3.9,2026-03-14T03:40:01.663279759Z,-38
,heltec_v3,74.18,window,76.62,999.99,3.69,2026-03-14T03:40:32.279669815Z,-38
,heltec_v3,74.66,window,66.32,1000.02,3.67,2026-03-14T03:41:02.902416093Z,-39
,heltec_v3,74.22,window,68.24,1000.04,3.74,2026-03-14T03:41:33.529088562Z,-39
,heltec_v3,74.3,window,69.22,1000.06,3.71,2026-03-14T03:42:04.11889746Z,-40
,heltec_v3,74.67,window,69.8,1000.05,3.63,2026-03-14T03:42:34.747184957Z,-39
,heltec_v3,74.85,window,70.08,1000.08,3.77,2026-03-14T03:43:05.39200913Z,-41
,heltec_v3,74.81,window,73.18,1000.08,3.73,2026-03-14T03:43:36.001381308Z,-41
,heltec_v3,74.9,window,67.66,1000.05,3.73,2026-03-14T03:44:06.610936635Z,-38
,heltec_v3,74.91,window,67.09,1000.08,3.73,2026-03-14T03:44:37.206465945Z,-39
,heltec_v3,74.78,window,64.49,1000.07,3.79,2026-03-14T03:45:07.875129234Z,-39
,heltec_v3,74.98,window,69.77,1000.13,3.83,2026-03-14T03:45:38.487757909Z,-41
,heltec_v3,74.47,window,65.12,1000.09,3.9,2026-03-14T03:46:09.126748027Z,-39
,heltec_v3,74.24,window,71.27,1000.1,3.87,2026-03-14T03:46:39.750584974Z,-38
,heltec_v3,73.85,window,67.47,1000.11,3.83,2026-03-14T03:47:10.363635337Z,-42
,heltec_v3,73.68,window,67.85,1000.14,3.85,2026-03-14T03:47:40.960603686Z,-41
,heltec_v3,73.48,window,72.59,1000.1,3.88,2026-03-14T03:48:11.573316561Z,-39
,heltec_v3,73.65,window,71.36,1000.08,3.83,2026-03-14T03:48:42.165390293Z,-38
,heltec_v3,73.77,window,69.71,1000.07,3.77,2026-03-14T03:49:12.769538134Z,-39
,heltec_v3,73.75,window,68.3,1000.07,3.89,2026-03-14T03:49:43.364345246Z,-41
,heltec_v3,73.47,window,69.99,1000.08,3.86,2026-03-14T03:50:13.979840438Z,-41
,heltec_v3,73.39,window,74.82,1000.09,3.86,2026-03-14T03:50:44.602261226Z,-40
,heltec_v3,73.09,window,68.08,1000.08,3.9,2026-03-14T03:51:15.207150809Z,-38
,heltec_v3,74.26,window,72.76,1000.03,3.69,2026-03-14T03:51:45.861578997Z,-39
,heltec_v3,74.41,window,70.52,1000.11,3.74,2026-03-14T03:52:16.473445537Z,-38
,heltec_v3,74.43,window,66.65,1000.06,3.76,2026-03-14T03:52:47.078995281Z,-40
,heltec_v3,73.92,window,66.16,1000.07,3.86,2026-03-14T03:53:17.707935289Z,-39
,heltec_v3,73.73,window,66.92,1000.07,3.86,2026-03-14T03:53:48.313985646Z,-39
,heltec_v3,73.77,window,68.57,1000.04,3.85,2026-03-14T03:54:18.927789618Z,-39
,heltec_v3,73.86,window,74.22,1000.04,3.79,2026-03-14T03:54:49.554729825Z,-38
,heltec_v3,73.91,window,70.9,1000.06,3.73,2026-03-14T03:55:20.169033567Z,-38
,heltec_v3,74.3,window,66.62,1000.06,3.77,2026-03-14T03:55:50.791276381Z,-39
,heltec_v3,73.84,window,75.01,1000.12,3.86,2026-03-14T03:56:21.403946199Z,-41
,heltec_v3,74.08,window,66.72,1000.1,3.7,2026-03-14T03:56:52.019796896Z,-38
,heltec_v3,74.67,window,66.47,1000.11,3.72,2026-03-14T03:57:22.64420422Z,-39
,heltec_v3,74.41,window,72.3,1000.11,3.71,2026-03-14T03:57:53.252120101Z,-39
,heltec_v3,74.56,window,78.09,1000.15,3.77,2026-03-14T03:58:23.872833051Z,-38
,heltec_v3,74.75,window,71.45,1000.16,3.68,2026-03-14T03:58:54.496680014Z,-39
,heltec_v3,74.96,window,71.01,1000.15,3.73,2026-03-14T03:59:25.109672202Z,-39
,heltec_v3,74.46,window,68.75,1000.2,3.81,2026-03-14T03:59:55.713818424Z,-39
,heltec_v3,74.81,window,72.76,1000.19,3.78,2026-03-14T04:00:26.317607284Z,-39
,heltec_v3,74.74,window,77.46,1000.15,3.7,2026-03-14T04:00:56.916859111Z,-38
,heltec_v3,75.17,window,73.12,1000.17,3.7,2026-03-14T04:01:27.526665227Z,-39
,heltec_v3,75.17,window,69.1,1000.16,3.68,2026-03-14T04:01:58.131563973Z,-40
,heltec_v3,75.28,window,72.13,1000.17,3.72,2026-03-14T04:02:28.738902038Z,-38
,heltec_v3,74.85,window,70.53,1000.14,3.71,2026-03-14T04:02:59.342353628Z,-38
,heltec_v3,74.89,window,67.67,1000.14,3.62,2026-03-14T04:03:29.945764719Z,-39
,heltec_v3,75.31,window,80.54,1000.19,3.64,2026-03-14T04:04:00.555957256Z,-38
,heltec_v3,75.08,window,73.74,1000.17,3.67,2026-03-14T04:04:31.171022341Z,-39
,heltec_v3,75.06,window,65.81,1000.19,3.68,2026-03-14T04:05:01.7879737Z,-38
,heltec_v3,74.85,window,68.51,1000.19,3.7,2026-03-14T04:05:32.503551597Z,-41
,heltec_v3,74.95,window,66.51,1000.13,3.75,2026-03-14T04:06:03.210532488Z,-41
,heltec_v3,75.24,window,68.11,1000.15,3.72,2026-03-14T04:06:33.942388656Z,-41
,heltec_v3,74.8,window,69.56,1000.16,3.83,2026-03-14T04:07:04.720437233Z,-41
,heltec_v3,74.62,window,66.77,1000.13,3.76,2026-03-14T04:07:35.376331783Z,-39
,heltec_v3,74.8,window,72.92,1000.17,3.74,2026-03-14T04:08:06.029128945Z,-39
,heltec_v3,74.78,window,64.66,1000.17,3.75,2026-03-14T04:08:36.647574823Z,-41
,heltec_v3,74.72,window,63.86,1000.18,3.76,2026-03-14T04:09:07.26464467Z,-39
,heltec_v3,75.02,window,75.49,1000.16,3.69,2026-03-14T04:09:37.875136525Z,-41
,heltec_v3,75.14,window,73.8,1000.2,3.64,2026-03-14T04:10:08.463307114Z,-38
,heltec_v3,75.02,window,65.58,1000.16,3.77,2026-03-14T04:10:39.075923897Z,-39
,heltec_v3,74.7,window,67.46,1000.16,3.78,2026-03-14T04:11:09.675376199Z,-39
,heltec_v3,74.82,window,67.96,1000.19,3.71,2026-03-14T04:11:40.291045052Z,-39
,heltec_v3,74.76,window,75.11,1000.14,3.71,2026-03-14T04:12:10.882542743Z,-41
,heltec_v3,75.17,window,68.17,1000.16,3.71,2026-03-14T04:12:41.476418243Z,-40
,heltec_v3,74.97,window,67.58,1000.15,3.73,2026-03-14T04:13:12.079264119Z,-38
,heltec_v3,75.41,window,76.2,1000.19,3.64,2026-03-14T04:13:42.692715376Z,-39
,heltec_v3,75.34,window,67.77,1000.18,3.64,2026-03-14T04:14:13.302921666Z,-39
,heltec_v3,75.34,window,69.22,1000.15,3.7,2026-03-14T04:14:43.894307389Z,-39
,heltec_v3,75.09,window,66.71,1000.19,3.68,2026-03-14T04:15:14.484078803Z,-39
,heltec_v3,75.07,window,71.77,1000.17,3.78,2026-03-14T04:15:45.083215092Z,-39
,heltec_v3,74.77,window,74.54,1000.22,3.81,2026-03-14T04:16:15.684937165Z,-41
,heltec_v3,75.05,window,70.86,1000.23,3.78,2026-03-14T04:16:46.302408229Z,-41
,heltec_v3,74.87,window,78.01,1000.23,3.8,2026-03-14T04:17:16.919699891Z,-41
,heltec_v3,74.55,window,69.63,1000.19,3.86,2026-03-14T04:17:47.527346194Z,-39
,heltec_v3,74.48,window,70.28,1000.26,3.81,2026-03-14T04:18:18.14774732Z,-42
,heltec_v3,74.63,window,68.2,1000.22,3.76,2026-03-14T04:18:48.729516088Z,-41
,heltec_v3,74.81,window,69.19,1000.2,3.75,2026-03-14T04:19:19.327860872Z,-40
,heltec_v3,74.96,window,63.38,1000.21,3.74,2026-03-14T04:19:49.918372596Z,-39
,heltec_v3,75.1,window,65.44,1000.19,3.73,2026-03-14T04:20:20.529739882Z,-41
,heltec_v3,75.25,window,72.31,1000.17,3.72,2026-03-14T04:20:51.155712435Z,-39
,heltec_v3,75.52,window,66.95,1000.15,3.7,2026-03-14T04:21:21.774809372Z,-40
,heltec_v3,75.47,window,73.32,1000.17,3.74,2026-03-14T04:21:52.387477074Z,-40
,heltec_v3,75.6,window,70.09,1000.17,3.82,2026-03-14T04:22:22.988286289Z,-39
,heltec_v3,74.53,window,65.96,1000.15,3.96,2026-03-14T04:22:53.63963773Z,-39
,heltec_v3,74.9,window,72.37,1000.14,3.86,2026-03-14T04:23:24.25977964Z,-39
,heltec_v3,74.99,window,71.96,1000.15,3.74,2026-03-14T04:23:54.874607988Z,-41
,heltec_v3,75.33,window,71.25,1000.17,3.73,2026-03-14T04:24:25.470709717Z,-41
,heltec_v3,75.39,window,71.72,1000.12,3.88,2026-03-14T04:24:56.071737296Z,-39
,heltec_v3,74.39,window,67.39,1000.16,3.84,2026-03-14T04:25:26.735948898Z,-39
,heltec_v3,74.62,window,68.73,1000.16,3.83,2026-03-14T04:25:57.329784282Z,-38
,heltec_v3,74.62,window,72.5,1000.21,3.86,2026-03-14T04:26:27.945810026Z,-41
,heltec_v3,73.99,window,67.4,1000.2,4.01,2026-03-14T04:26:58.574076594Z,-39
,heltec_v3,74.11,window,68.77,1000.17,3.89,2026-03-14T04:27:29.174816815Z,-38
,heltec_v3,73.92,window,71.08,1000.17,4.02,2026-03-14T04:27:59.798626562Z,-39
,heltec_v3,74,window,68.41,1000.23,3.96,2026-03-14T04:28:30.436222958Z,-39
,heltec_v3,73.78,window,70.32,1000.21,4.02,2026-03-14T04:29:01.046504983Z,-39
,heltec_v3,73.36,window,71.06,1000.22,4.01,2026-03-14T04:29:31.661664775Z,-39
,heltec_v3,73.57,window,73.63,1000.19,3.93,2026-03-14T04:30:02.295595493Z,-39
,heltec_v3,73.45,window,73.07,1000.19,4.01,2026-03-14T04:30:32.889359272Z,-39
,heltec_v3,73.27,window,72.17,1000.18,4.05,2026-03-14T04:31:03.519604049Z,-41
,heltec_v3,73.27,window,66.45,1000.23,4.07,2026-03-14T04:31:34.130068909Z,-41
,heltec_v3,73.19,window,70.38,1000.2,4.03,2026-03-14T04:32:04.759726108Z,-39
,heltec_v3,73.24,window,70.6,1000.19,4.03,2026-03-14T04:32:35.37188105Z,-39
,heltec_v3,73.38,window,72.95,1000.17,4.02,2026-03-14T04:33:05.975647455Z,-39
,heltec_v3,73.05,window,70,1000.15,4.06,2026-03-14T04:33:36.586531307Z,-41
,heltec_v3,73.18,window,72.67,1000.2,3.99,2026-03-14T04:34:07.195879885Z,-39
,heltec_v3,73.21,window,76.74,1000.21,4.06,2026-03-14T04:34:37.782747861Z,-39
,heltec_v3,73.05,window,71.95,1000.22,4.08,2026-03-14T04:35:08.413050016Z,-39
,heltec_v3,73.02,window,68.11,1000.21,3.97,2026-03-14T04:35:39.018370992Z,-38
,heltec_v3,73.24,window,68.39,1000.21,3.99,2026-03-14T04:36:09.637743173Z,-39
,heltec_v3,73.06,window,77.04,1000.21,4.05,2026-03-14T04:36:40.252451875Z,-38
,heltec_v3,72.85,window,71.58,1000.22,4.02,2026-03-14T04:37:10.888068197Z,-39
,heltec_v3,73.03,window,70,1000.23,4.01,2026-03-14T04:37:41.512818128Z,-41
,heltec_v3,73.71,window,67.37,1000.2,3.86,2026-03-14T04:38:12.138778897Z,-41
,heltec_v3,73.75,window,70.2,1000.24,3.9,2026-03-14T04:38:42.731796403Z,-41
,heltec_v3,73.9,window,70.35,1000.25,3.87,2026-03-14T04:39:13.332801504Z,-41
,heltec_v3,74.17,window,74.85,1000.27,3.77,2026-03-14T04:39:43.963201051Z,-41
,heltec_v3,74.08,window,69.08,1000.26,3.87,2026-03-14T04:40:14.595740399Z,-41
,heltec_v3,73.87,window,69.56,1000.26,3.88,2026-03-14T04:40:45.231451218Z,-40
,heltec_v3,73.76,window,72.62,1000.29,3.9,2026-03-14T04:41:15.826565368Z,-39
,heltec_v3,74.28,window,71.96,1000.27,3.82,2026-03-14T04:41:46.433838077Z,-39
,heltec_v3,74.6,window,71.72,1000.28,3.83,2026-03-14T04:42:17.041690839Z,-39
,heltec_v3,74.83,window,72.28,1000.24,3.79,2026-03-14T04:42:47.628381019Z,-41
,heltec_v3,74.89,window,72.12,1000.32,3.75,2026-03-14T04:43:18.252295102Z,-39
,heltec_v3,74.85,window,68.75,1000.33,3.76,2026-03-14T04:43:48.863604728Z,-40
,heltec_v3,75.05,window,73.41,1000.33,3.77,2026-03-14T04:44:19.500092827Z,-39
,heltec_v3,74.92,window,72.66,1000.29,3.82,2026-03-14T04:44:50.150226462Z,-39
,heltec_v3,75.07,window,69.58,1000.3,3.82,2026-03-14T04:45:20.764249328Z,-39
,heltec_v3,75.07,window,71.83,1000.34,3.85,2026-03-14T04:45:51.401333593Z,-39
,heltec_v3,74.77,window,66.36,1000.34,3.8,2026-03-14T04:46:22.008236109Z,-39
,heltec_v3,75.39,window,71.72,1000.36,3.86,2026-03-14T04:46:52.622674333Z,-41
,heltec_v3,74.99,window,75.75,1000.4,3.91,2026-03-14T04:47:23.260356066Z,-41
,heltec_v3,74.8,window,72.55,1000.34,3.94,2026-03-14T04:47:53.877286377Z,-41
,heltec_v3,74.72,window,74.43,1000.34,3.89,2026-03-14T04:48:24.501855977Z,-41
,heltec_v3,75.13,window,72.9,1000.41,3.86,2026-03-14T04:48:55.130637119Z,-41
,heltec_v3,74.73,window,71.11,1000.38,3.96,2026-03-14T04:49:25.758693291Z,-39
,heltec_v3,74.78,window,70.59,1000.4,4.02,2026-03-14T04:49:56.368438266Z,-42
,heltec_v3,74.3,window,74.76,1000.41,3.91,2026-03-14T04:50:27.009553167Z,-41
,heltec_v3,74.42,window,69.66,1000.44,4,2026-03-14T04:50:57.65793214Z,-41
,heltec_v3,74.03,window,70.27,1000.43,4,2026-03-14T04:51:28.28891816Z,-41
,heltec_v3,74.83,window,68.34,1000.46,3.98,2026-03-14T04:51:58.924859591Z,-39
,heltec_v3,74.98,window,72.28,1000.43,3.99,2026-03-14T04:52:29.537082289Z,-38
,heltec_v3,74.17,window,68.51,1000.46,4.01,2026-03-14T04:53:00.176062861Z,-39
,heltec_v3,74.26,window,68.29,1000.46,4.04,2026-03-14T04:53:30.76745766Z,-41
,heltec_v3,74,window,69.02,1000.43,4.08,2026-03-14T04:54:01.424158303Z,-39
,heltec_v3,74.6,window,69.41,1000.4,3.97,2026-03-14T04:54:32.029613085Z,-38
,heltec_v3,74.61,window,68.03,1000.46,4.1,2026-03-14T04:55:02.659266024Z,-41
,heltec_v3,74.59,window,74.24,1000.44,3.96,2026-03-14T04:55:33.274211772Z,-39
,heltec_v3,74.8,window,69.16,1000.46,4.04,2026-03-14T04:56:03.901166443Z,-40
,heltec_v3,74.28,window,69.45,1000.46,4.04,2026-03-14T04:56:34.532430771Z,-41
,heltec_v3,74.05,window,69.6,1000.47,4.05,2026-03-14T04:57:05.142931848Z,-41
,heltec_v3,74.23,window,74.63,1000.46,4.01,2026-03-14T04:57:35.757605421Z,-39
,heltec_v3,74.15,window,69.29,1000.5,4.06,2026-03-14T04:58:06.365529695Z,-41
,heltec_v3,73.95,window,71.61,1000.53,4.17,2026-03-14T04:58:36.986855623Z,-39
,heltec_v3,73.9,window,72.06,1000.49,4.11,2026-03-14T04:59:07.643464759Z,-39
,heltec_v3,73.9,window,68.9,1000.44,4.02,2026-03-14T04:59:38.261950895Z,-39
,heltec_v3,74.71,window,72.57,1000.47,4.14,2026-03-14T05:00:08.897746436Z,-40
,heltec_v3,74.14,window,76.8,1000.41,4.12,2026-03-14T05:00:39.530123889Z,-40
,heltec_v3,73.86,window,72.16,1000.46,4.17,2026-03-14T05:01:10.142937691Z,-39
,heltec_v3,74.08,window,71.47,1000.45,4.1,2026-03-14T05:01:40.773534163Z,-41
,heltec_v3,74.03,window,69.37,1000.45,4.05,2026-03-14T05:02:11.375254287Z,-38
,heltec_v3,73.98,window,68.31,1000.45,4.08,2026-03-14T05:02:41.979464454Z,-40
,heltec_v3,73.86,window,75.76,1000.45,4.17,2026-03-14T05:03:12.59105083Z,-40
,heltec_v3,74.05,window,71.1,1000.47,4.15,2026-03-14T05:03:43.230727012Z,-40
,heltec_v3,73.78,window,71.73,1000.49,4.23,2026-03-14T05:04:13.853800079Z,-39
,heltec_v3,73.6,window,70.88,1000.51,4.22,2026-03-14T05:04:44.463308175Z,-39
,heltec_v3,73.46,window,69.75,1000.55,4.24,2026-03-14T05:05:15.070808048Z,-41
,heltec_v3,73.5,window,67.72,1000.52,4.25,2026-03-14T05:05:45.687268258Z,-40
,heltec_v3,73.77,window,76.69,1000.51,4.26,2026-03-14T05:06:16.288765768Z,-41
,heltec_v3,73.99,window,70.75,1000.5,4.17,2026-03-14T05:06:46.911615672Z,-39
,heltec_v3,73.5,window,78.59,1000.49,4.11,2026-03-14T05:07:17.546410796Z,-41
,heltec_v3,73.85,window,76.52,1000.47,4.1,2026-03-14T05:07:48.164872929Z,-41
,heltec_v3,74.04,window,72.37,1000.49,4.13,2026-03-14T05:08:18.816192977Z,-41
,heltec_v3,74,window,70.39,1000.47,4.02,2026-03-14T05:08:49.439775222Z,-40
,heltec_v3,74.19,window,67.56,1000.47,4.01,2026-03-14T05:09:20.061433426Z,-39
,heltec_v3,74.31,window,68.35,1000.51,4.02,2026-03-14T05:09:50.676509866Z,-39
,heltec_v3,74.08,window,69.12,1000.52,4.08,2026-03-14T05:10:21.312849851Z,-39
,heltec_v3,74.41,window,68.24,1000.53,4.07,2026-03-14T05:10:51.931558332Z,-39
,heltec_v3,74.46,window,73.63,1000.52,3.98,2026-03-14T05:11:22.547799392Z,-39
,heltec_v3,74.49,window,71.02,1000.52,4.03,2026-03-14T05:11:53.174747366Z,-39
,heltec_v3,74.68,window,77.05,1000.55,4.04,2026-03-14T05:12:23.789794924Z,-39
,heltec_v3,74.67,window,71.88,1000.49,4.04,2026-03-14T05:12:54.420470415Z,-41
,heltec_v3,74.5,window,71.57,1000.56,4.06,2026-03-14T05:13:25.077132779Z,-39
,heltec_v3,74.55,window,71.64,1000.55,4.09,2026-03-14T05:13:55.696669543Z,-41
,heltec_v3,74.2,window,68.12,1000.54,4.1,2026-03-14T05:14:26.319068717Z,-39
,heltec_v3,74.49,window,74.87,1000.53,4.07,2026-03-14T05:14:56.961427125Z,-39
,heltec_v3,74.01,window,70.25,1000.55,4.12,2026-03-14T05:15:27.583468961Z,-39
,heltec_v3,74.52,window,70.04,1000.57,4.04,2026-03-14T05:15:58.161426532Z,-39
,heltec_v3,74.42,window,74.64,1000.53,4.1,2026-03-14T05:16:28.782053567Z,-39
,heltec_v3,74.72,window,72.51,1000.54,4.07,2026-03-14T05:16:59.37010334Z,-39
,heltec_v3,74.67,window,75.68,1000.56,4.14,2026-03-14T05:17:29.965291008Z,-39
,heltec_v3,74.93,window,75.55,1000.56,4.08,2026-03-14T05:18:00.596222244Z,-41
,heltec_v3,74.85,window,70.05,1000.51,4.05,2026-03-14T05:18:31.254531551Z,-41
,heltec_v3,75.14,window,74.75,1000.56,4.1,2026-03-14T05:19:01.885347229Z,-38
,heltec_v3,74.77,window,70.1,1000.59,4.15,2026-03-14T05:19:32.500890148Z,-41
,heltec_v3,74.54,window,75.33,1000.55,4.15,2026-03-14T05:20:03.139608539Z,-39
,heltec_v3,74.62,window,71.57,1000.52,4.07,2026-03-14T05:20:33.75955754Z,-40
,heltec_v3,74.77,window,70.54,1000.51,4.06,2026-03-14T05:21:04.362047016Z,-41
,heltec_v3,75.22,window,75.05,1000.54,3.99,2026-03-14T05:21:34.984355355Z,-40
,heltec_v3,74.14,window,70.39,1000.54,4.11,2026-03-14T05:22:05.641262888Z,-42
,heltec_v3,74.22,window,70.15,1000.55,4.02,2026-03-14T05:22:36.262544736Z,-41
,heltec_v3,74.5,window,74.54,1000.53,4.02,2026-03-14T05:23:06.911742061Z,-39
,heltec_v3,74.46,window,70.27,1000.59,4.06,2026-03-14T05:23:37.511096721Z,-39
,heltec_v3,74.12,window,69.87,1000.57,4.02,2026-03-14T05:24:08.138728908Z,-41
,heltec_v3,74.56,window,68.61,1000.56,4.07,2026-03-14T05:24:38.770541749Z,-41
