#group,false,false,false,false,false,false
#datatype,string,string,double,double,double,dateTime:RFC3339
#default,,,,,,
,source,station,status_circle,status_district,status_piccadilly,time
,tfl_api,Gloucester Road,20,20,20,2026-03-11T03:37:41.685139015Z
,tfl_api,Gloucester Road,20,20,20,2026-03-11T03:42:42.387458533Z
,tfl_api,Gloucester Road,20,20,20,2026-03-11T03:47:43.075444005Z
,tfl_api,Gloucester Road,20,20,20,2026-03-11T03:52:45.39392925Z
,tfl_api,Gloucester Road,20,20,20,2026-03-11T03:57:46.118695157Z
,tfl_api,Gloucester Road,20,20,20,2026-03-11T04:02:48.521412782Z
,tfl_api,Gloucester Road,20,20,20,2026-03-11T04:07:51.326650361Z
,tfl_api,Gloucester Road,20,20,20,2026-03-11T04:12:51.998764057Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:17:52.746079597Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:22:53.406074906Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:27:54.113287812Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:32:54.81769256Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:37:56.668038524Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:42:57.525154537Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:47:58.248037492Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:52:58.962813992Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T04:57:59.688508137Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T05:03:00.461040479Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T05:08:01.234285052Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T05:13:01.975793711Z
,tfl_api,Gloucester Road,10,10,10,2026-03-11T05:18:02.871470184Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T05:23:04.419026319Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T05:28:05.708450046Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T05:33:06.451597752Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T05:38:07.157496673Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T05:43:07.877754334Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T05:48:08.689767237Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T05:53:09.699091753Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T05:58:12.219744246Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:03:13.006109739Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:08:13.687433861Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:13:14.520620447Z
,tfl_api,Gloucester Road,10,10,3,2026-03-11T06:18:15.222970749Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:23:15.931022067Z
,tfl_api,Gloucester Road,10,10,6,2026-03-11T06:28:16.666920184Z
