#group,false,false,false,false,false
#datatype,double,string,string,string,dateTime:RFC3339
#default,,,,,
,air_quality_band,air_quality_text,source,station,time
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:13:41.807756994Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:18:42.615308743Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:23:43.305611347Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:28:43.973018199Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:33:44.71356229Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:38:45.909877826Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:43:46.560919412Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:48:47.299338319Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:53:47.937291981Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T11:58:48.711223158Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:03:49.693876161Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:08:50.902569869Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:13:52.02062722Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:24:08.961584234Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:29:09.913206884Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:34:10.592987686Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:44:27.278976762Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:49:28.252040362Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:54:28.902227839Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T12:59:30.017493638Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:04:30.800431167Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:09:31.402857563Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:14:32.116931125Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:19:32.82570189Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:29:49.391194687Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:34:50.181743633Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:39:50.93188778Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:44:51.653174306Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:49:52.416342268Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:54:53.412991942Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T13:59:54.480496855Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:04:55.162671676Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:09:55.799453819Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:14:56.500019395Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:19:58.101241092Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:24:59.112748562Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:35:15.401478677Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:40:16.236287645Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:50:33.294288099Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T14:55:34.160070108Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:00:34.806846017Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:05:37.742075096Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:10:38.972538788Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:15:39.824020629Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:20:44.364123461Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:25:46.271584973Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:36:05.437851852Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:41:06.247282984Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:51:22.525798793Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T15:56:24.850974126Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:01:25.571258677Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:06:26.971968878Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:11:27.799873099Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:16:28.432893452Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:21:29.656551344Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:26:30.303989325Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:31:31.047117701Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:36:32.169672947Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:41:34.094582062Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:46:36.109191221Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T16:56:54.575389073Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:01:55.453801513Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:06:57.047465617Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:11:57.827145833Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:17:00.337017046Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:22:01.209606953Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:27:01.983806538Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:32:02.923161821Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:37:05.437604951Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:42:06.134806863Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:47:07.744764588Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T17:57:27.872343706Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:07:46.559307798Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:12:47.358240165Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:17:50.410260561Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:22:52.633038058Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:27:53.768987825Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:32:55.429208606Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:37:56.172901718Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:42:56.966543583Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:47:57.700972714Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:52:58.437567716Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T18:57:59.183502381Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:03:00.504847075Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:13:19.011864462Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:18:20.470856218Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:23:21.184454835Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:28:21.944180766Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:33:22.670748632Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:38:23.57154519Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:43:24.334454127Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:48:25.654063014Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:53:26.383057353Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T19:58:27.629771598Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:03:28.466347141Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:08:29.290066675Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:18:46.338772043Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:23:47.070913593Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:28:47.775389569Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:33:48.518599048Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:38:49.190117257Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:43:50.068904239Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:48:50.777425542Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T20:53:51.499202458Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:04:07.865668038Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:09:08.706166459Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:19:25.158589918Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:24:25.95558494Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:29:26.847812876Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:34:27.634701007Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:39:28.41680558Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:44:29.150359255Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:49:29.906267725Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:54:30.64126699Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T21:59:31.370559992Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:04:33.320741171Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:09:34.009058231Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:14:34.67255028Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:19:35.572587826Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:29:51.877203966Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:34:52.559676751Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:39:53.218815431Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:44:53.915670045Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:49:54.60887737Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:54:55.32253832Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T22:59:55.997846992Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:04:56.692286317Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:09:57.403280393Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:14:58.19620995Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:20:00.055766529Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:25:00.738998239Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:40:35.313697185Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:45:36.042943471Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:50:36.734821844Z
,1,Low,tfl_api,Gloucester Road,2026-03-13T23:55:37.363528892Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:03:44.94396219Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:08:45.545648303Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:13:46.26470491Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:18:46.955957218Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:23:47.576068288Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:28:48.21367721Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:33:48.916094894Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:38:49.467658987Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:43:50.150419261Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:48:50.855670798Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:53:51.556099837Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T00:58:52.163174003Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:03:52.786161819Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:08:53.459795315Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:13:54.093667783Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:18:54.78429593Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:23:55.435931785Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:28:56.095485387Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:33:56.731546118Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:38:57.407091398Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:43:58.048741367Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:49:00.927970331Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:54:01.596785048Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T01:59:02.22740874Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T02:04:02.871010981Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T02:09:03.915734434Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T02:14:04.865445882Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T02:19:05.534759015Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T02:24:06.174525573Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T02:29:06.887735407Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T02:34:07.557096066Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T02:39:08.225412147Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T03:37:41.802052525Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T03:42:42.529000787Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T03:47:44.841996581Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T03:52:45.571611411Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T03:57:47.920314288Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:02:50.751961223Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:07:51.471795971Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:12:52.158540152Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:17:52.887985082Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:22:53.545573573Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:27:54.259146395Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:32:54.952183309Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:37:56.836625626Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:42:57.684499999Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:47:58.392615681Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:52:59.100051875Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T04:57:59.840137562Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:03:00.606154209Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:08:01.382238835Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:13:02.119417326Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:18:03.008999858Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:23:04.562741658Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:28:05.836112023Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:33:06.588904238Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:38:07.30145113Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:43:08.024267458Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:48:08.824726443Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:53:11.659967525Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T05:58:12.369788038Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:03:13.144162203Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:08:13.836594564Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:13:14.653591523Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:18:15.365604225Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:23:16.077151444Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:28:16.81318397Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:33:17.516097025Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:38:18.256868218Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:43:18.99813039Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:48:20.651646363Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:53:21.421716186Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T06:58:22.248557447Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:03:23.290327719Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:08:26.227477653Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:13:28.106346168Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:18:29.610739873Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:23:31.532442949Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:28:33.776673121Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:33:37.313166402Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:38:38.113963419Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:43:40.36567393Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:48:44.454945293Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:53:46.23080092Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T07:58:50.96376757Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:03:52.529794899Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:08:53.934534414Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:13:55.621387245Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:18:56.406454595Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:23:58.541186667Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:28:59.307009893Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:34:00.033571798Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:39:01.331388008Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:44:02.127153601Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:49:05.808052751Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:54:07.123648422Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T08:59:08.49488847Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:04:10.097561923Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:09:11.07468887Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:14:11.825310911Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:19:12.619712292Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:24:13.576512887Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:29:14.337861884Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:34:15.665053619Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:39:16.477896109Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:44:17.240111389Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:49:18.767074498Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:54:19.546505506Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T09:59:20.365624874Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:04:21.133047562Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:09:27.30518972Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:14:28.215007246Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:19:31.349569368Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:24:32.160708894Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:29:33.032911046Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:34:34.304824026Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:39:36.425995189Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:44:37.37286705Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:49:39.041861826Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:54:40.34083706Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T10:59:41.327854407Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:04:42.234615458Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:09:43.062191561Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:14:43.813327944Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:19:48.483166423Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:24:49.274537761Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:29:51.991502179Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:34:52.769757064Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:39:54.335027136Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:44:55.893181784Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:49:58.632260268Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T11:54:59.414284285Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:00:00.146112762Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:05:01.193185022Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:10:02.157641074Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:15:05.852513388Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:20:09.931284917Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:25:10.778719031Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:30:13.708757636Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:35:14.939566151Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:40:16.713317954Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:45:26.153202121Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:50:27.905244281Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T12:55:29.29913854Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:00:32.848454597Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:05:33.585422835Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:10:34.870282051Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:15:35.602931969Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:20:38.282802113Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:25:39.19324843Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:30:43.077366994Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:35:46.188574659Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:40:46.951351198Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:45:47.658879101Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:50:48.434998451Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T13:55:49.467516561Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:00:50.284243616Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:05:54.477148864Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:10:55.723282704Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:15:56.827837252Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:20:59.539023784Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:26:00.314160938Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:31:01.076326795Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:36:03.267128822Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:41:03.949376782Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:46:04.751183459Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:51:05.469167159Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T14:56:06.267393186Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:01:07.074054032Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:06:07.845762364Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:11:08.720934298Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:16:09.864535631Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:21:10.569577123Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:26:11.896033085Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:31:16.221387634Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:36:18.0695768Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:41:19.086470536Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:46:22.200827597Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:51:23.044675267Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T15:56:24.896404046Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:01:25.720627313Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:06:27.348392809Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:11:28.122981857Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:16:28.993066965Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:21:34.978941137Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:26:35.758495961Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:31:36.780550284Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:36:37.548896659Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:41:41.400885852Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:46:43.175425197Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:51:44.418977583Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T16:56:45.27882438Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:01:47.201139677Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:06:47.876071343Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:11:50.44156552Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:16:51.150239818Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:21:53.518017131Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:26:54.795807551Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:31:57.138187465Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:36:58.89190671Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:42:00.755828772Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:47:02.251385821Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:52:03.17804101Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T17:57:03.972581698Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:02:08.661464713Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:07:09.341587214Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:12:12.987061568Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:17:13.652493984Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:22:14.557298357Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:27:15.271773124Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:32:16.005730986Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:37:16.708135006Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:42:17.392769356Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:47:20.474054365Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:52:21.287072533Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T18:57:22.11961913Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T19:02:23.792931487Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T19:07:25.080927392Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T19:12:27.157066523Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T19:17:27.901432622Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T19:22:29.440853897Z
,1,Low,tfl_api,Gloucester Road,2026-03-11T19:27:33.298081822Z
